Price_ID,Feature_ID,id,price,neighbourhood_cleansed,property_type,bathrooms,bedrooms,minimum_nights
1681,1681,1523283,109,Centrum-Oost,Apartment,1,1,2
1682,1682,835627,200,Centrum-Oost,Apartment,1,3,4
1683,1683,620760,90,Centrum-Oost,Apartment,1,2,1
1684,1684,1222520,70,De Baarsjes - Oud-West,Apartment,1,1,2
1685,1685,2369684,250,Westerpark,Apartment,2,1,1
1686,1686,738219,80,De Baarsjes - Oud-West,Apartment,1,1,4
1687,1687,619694,100,Oostelijk Havengebied - Indische Buurt,Apartment,1,1,1
1688,1688,1987128,150,Zuid,Apartment,1,1,3
1689,1689,2518607,95,De Pijp - Rivierenbuurt,Apartment,2,1,2
1690,1690,2550571,110,Westerpark,Apartment,1,1,4
1691,1691,907975,85,Oud-Oost,Apartment,1,1,4
1692,1692,690723,110,De Pijp - Rivierenbuurt,Apartment,1,2,2
1693,1693,5357454,80,Centrum-West,Apartment,1,0,5
1694,1694,4057422,230,Centrum-Oost,Apartment,2,1,1
1695,1695,1357997,150,Centrum-Oost,Apartment,1.5,1,7
1696,1696,621108,100,Centrum-West,Apartment,1.5,2,4
1697,1697,634170,99,Westerpark,Apartment,1,1,2
1698,1698,1252179,95,Oostelijk Havengebied - Indische Buurt,Apartment,1.5,1,2
1699,1699,5239668,150,De Pijp - Rivierenbuurt,Apartment,1,1,5
1700,1700,4034978,99,De Baarsjes - Oud-West,Apartment,1,2,3
1701,1701,1903880,79,Oud-Oost,Apartment,1,1,2
1702,1702,1137462,159,Zuid,Apartment,1,2,4
1703,1703,623133,99,De Baarsjes - Oud-West,Apartment,1.5,2,2
1704,1704,622994,84,Westerpark,Apartment,1,1,2
1705,1705,625383,125,Centrum-West,Apartment,1,1,2
1706,1706,4425728,99,De Baarsjes - Oud-West,Apartment,1,1,2
1707,1707,674276,58,Centrum-Oost,Loft,1,1,3
1708,1708,624485,65,Westerpark,Apartment,1,1,5
1709,1709,837972,52,Zuid,Loft,1.5,1,2
1710,1710,627326,129,Centrum-West,Apartment,1.5,1,3
1711,1711,629670,180,Centrum-West,Apartment,1,2,3
1712,1712,625624,59,De Baarsjes - Oud-West,Apartment,1,1,1
1713,1713,920865,140,Bos en Lommer,Other,1.5,2,2
1714,1714,627213,125,Zuid,Boat,1.5,3,4
1715,1715,1004255,350,Westerpark,Apartment,2,3,2
1716,1716,1008733,160,Westerpark,Apartment,1,1,3
1717,1717,948834,200,Centrum-West,Apartment,1,2,3
1718,1718,1045038,65,Centrum-Oost,Apartment,1,1,3
1719,1719,1313087,65,Centrum-Oost,Apartment,1,1,3
1720,1720,1487088,165,Westerpark,Apartment,1,1,2
1721,1721,629470,120,Centrum-West,Apartment,1,2,7
1722,1722,632192,129,De Pijp - Rivierenbuurt,Apartment,1,1,5
1723,1723,3841266,90,De Baarsjes - Oud-West,Apartment,1,1,2
1724,1724,4973038,190,De Baarsjes - Oud-West,House,1,3,1
1725,1725,1334593,80,De Pijp - Rivierenbuurt,Apartment,1,1,2
1726,1726,4455922,110,Westerpark,Apartment,1,1,4
1727,1727,1952614,59,De Pijp - Rivierenbuurt,Apartment,1,2,2
